"round","roster_id","player_id","picked_by","pick_no","metadata__years_exp","metadata__team","metadata__status","metadata__sport","metadata__position","metadata__player_id","metadata__number","metadata__news_updated","metadata__last_name","metadata__injury_status","metadata__first_name","is_keeper","draft_slot","draft_id"
"24","3","4455","","286","4","BUF","Active","nfl","RB","4455","22","1629601531616","Breida","","Matt","null","3","736680396980441088"
"24","2","1706","","287","8","IND","Active","nfl","TE","1706","84","1625086255535","Doyle","","Jack","null","2","736680396980441088"
"24","1","7533","544936785197502464","288","0","CLE","Active","nfl","WR","7533","10","1629916833331","Schwartz","","Anthony","null","1","736680396980441088"
"25","1","6908","544936785197502464","289","1","NYJ","Active","nfl","RB","6908","22","1629914733531","Perine","Questionable","La'Mical","null","1","736680396980441088"
"25","2","5924","","290","2","WAS","Active","nfl","WR","5924","80","1617994254916","Hall","Questionable","Emanuel","null","2","736680396980441088"
"25","3","7729","","291","0","TEN","Active","nfl","WR","7729","10","1629609933691","Fitzpatrick","","Dez","null","3","736680396980441088"
"25","4","5911","","292","2","SF","Active","nfl","WR","5911","14","1629947706573","Hurd","Questionable","Jalen","null","4","736680396980441088"
"25","5","6148","","293","2","MIA","Active","nfl","WR","6148","18","1629948906587","Williams","Questionable","Preston","null","5","736680396980441088"
"25","6","560","","294","10","","Active","nfl","WR","560","18","1624899325963","Thomas","","Demaryius","null","6","736680396980441088"
"25","7","6909","","295","1","MIA","Inactive","nfl","WR","6909","6","1629947706573","Bowden","IR","Lynn","null","7","736680396980441088"
"25","8","6885","","296","1","TB","Active","nfl","RB","6885","21","1629683749165","Vaughn","","Ke'Shawn","null","8","736680396980441088"
"25","9","4938","","297","1","SEA","Active","nfl","WR","4938","0","","Noil","","Speedy","null","9","736680396980441088"
"25","10","6920","","298","1","BUF","Active","nfl","WR","6920","16","1629674148253","Hodgins","Questionable","Isaiah","null","10","736680396980441088"
"25","11","7541","","299","0","KC","Active","nfl","WR","7541","14","1628622648421","Powell","","Cornell","null","11","736680396980441088"
"25","12","6919","","300","1","CIN","Active","nfl","TE","6919","81","1629063335736","Moss","","Thaddeus","null","12","736680396980441088"
"26","12","3471","","301","4","","Inactive","nfl","RB","3471","36","1527116701448","Green","","Aaron","null","12","736680396980441088"
"26","11","6491","","302","1","","Inactive","nfl","RB","6491","","1588630831740","Choice","","Adam","null","11","736680396980441088"
"26","10","5068","","303","3","PHI","Inactive","nfl","RB","5068","0","1629324303052","Johnson","IR","Kerryon","null","10","736680396980441088"
"26","9","5195","","304","2","","Inactive","nfl","RB","5195","38","1535847008044","Wadley","","Akrum","null","9","736680396980441088"
"26","8","4080","","305","4","LV","Active","nfl","WR","4080","7","1616112328126","Jones","","Zay","null","8","736680396980441088"
"26","7","7032","","306","1","DEN","Active","nfl","WR","7032","16","1609804245800","Cleveland","","Tyrie","null","7","736680396980441088"
"26","6","5125","","307","2","","Inactive","nfl","WR","5125","17","1549406105396","Patterson","","Damoun","null","6","736680396980441088"
"26","5","4314","","308","4","LAR","Active","nfl","TE","4314","82","1616171713767","Mundt","","Johnny","null","5","736680396980441088"
"26","4","365","","309","11","","Active","nfl","WR","365","14","1547411185002","Wallace","","Mike","null","4","736680396980441088"
"26","3","246","","310","15","","Active","nfl","RB","246","43","1576956354416","Sproles","","Darren","null","3","736680396980441088"
"26","2","7752","","311","0","NO","Active","nfl","WR","7752","14","1629321902755","Baker","","Kawaan","null","2","736680396980441088"
"26","1","4418","544936785197502464","312","3","","Inactive","nfl","RB","4418","46","1535223005694","Daniels Jr.","","Leshun","null","1","736680396980441088"
"27","1","4998","544936785197502464","313","3","DEN","Active","nfl","WR","4998","17","1621456807981","Hamilton","PUP","DaeSean","null","1","736680396980441088"
"27","2","2315","","314","6","","Active","nfl","RB","2315","21","1626911455803","Gurley","","Todd","null","2","736680396980441088"
"27","3","4401","","315","3","","Inactive","nfl","WR","4401","15","1536282602776","Stringfellow","","Damore'ea","null","3","736680396980441088"
"27","4","6155","","316","1","","Inactive","nfl","WR","6155","","1577805628442","Smith","","Jaylen","null","4","736680396980441088"
"27","5","701","","317","10","","Active","nfl","TE","701","84","1585686032321","Dickson","","Ed","null","5","736680396980441088"
"27","6","7039","","318","1","PIT","Active","nfl","WR","7039","15","1610667636242","White","","Cody","null","6","736680396980441088"
"27","7","6967","","319","1","SEA","Active","nfl","WR","6967","17","1610411143903","Fuller","","Aaron","null","7","736680396980441088"
"27","8","7234","","320","1","KC","Active","nfl","WR","7234","89","1612927245501","Ffrench","","Maurice","null","8","736680396980441088"
"27","9","2503","","321","5","","Inactive","nfl","TE","2503","85","1567218357881","Derby","","AJ","null","9","736680396980441088"
"27","10","1684","","322","7","ARI","Active","nfl","WR","1684","18","1602620149319","Brown","","Jaron","null","10","736680396980441088"
"27","11","7733","","323","0","NO","Active","nfl","TE","7733","85","1629516657383","Pederson","","Josh","null","11","736680396980441088"
"27","12","4790","","324","2","","Inactive","nfl","WR","4790","82","","Wheelwright","","Robert","null","12","736680396980441088"
"28","12","6167","","325","2","MIA","Active","nfl","RB","6167","28","1610387441575","Scarlett","","Jordan","null","12","736680396980441088"
"28","11","7905","","326","0","NO","Inactive","nfl","TE","7905","89","1628027405172","Soehner","IR","Dylan","null","11","736680396980441088"
"28","10","3177","","327","4","NYG","Active","nfl","WR","3177","19","1611110142153","Coleman","Sus","Corey","null","10","736680396980441088"
"28","9","6240","","328","0","","Inactive","nfl","WR","6240","0","","Tarver","","Ron'quavion","null","9","736680396980441088"
"28","8","4669","","329","4","PHI","Active","nfl","WR","4669","41","1627665903975","Patton","","Andre","null","8","736680396980441088"
"28","7","7299","","330","0","","Inactive","nfl","WR","7299","","1588363242033","Shelton-Mosley","","Justice","null","7","736680396980441088"
"28","6","1413","","331","7","","Active","nfl","WR","1413","80","1536771604267","Wheaton","","Markus","null","6","736680396980441088"
"28","5","4605","","332","4","KC","Inactive","nfl","TE","4605","0","1629342904731","Baylis","IR","Evan","null","5","736680396980441088"
"28","4","3509","","333","3","","Inactive","nfl","RB","3509","47","","Gronkowski","","Glenn","null","4","736680396980441088"
"28","3","1308","","334","9","DAL","Voluntary Opt Out","nfl","RB","1308","49","1615436704534","Olawale","","Jamize","null","3","736680396980441088"
"28","2","6246","","335","2","","Inactive","nfl","RB","6246","35","1620082845280","Cox","","Jeremy","null","2","736680396980441088"
"28","1","6617","544936785197502464","336","1","KC","Active","nfl","WR","6617","7","","Lindsey","","Andre","null","1","736680396980441088"
"29","1","8085","544936785197502464","337","0","TEN","Active","nfl","RB","8085","38","1629723952083","Sargent","","Mekhi","null","1","736680396980441088"
"29","2","7503","","338","1","CLE","Active","nfl","TE","7503","86","1629904232406","Davis","IR","Connor","null","2","736680396980441088"
"29","3","6068","","339","2","JAX","Active","nfl","RB","6068","22","1609910113813","Ozigbo","","Devine","null","3","736680396980441088"
"29","4","2024","","340","6","","Active","nfl","RB","2024","36","1567288806152","West","","Charcandrick","null","4","736680396980441088"
"29","5","2836","","341","4","","Inactive","nfl","WR","2836","6","","Cook","","Kenny","null","5","736680396980441088"
"29","6","4923","","342","1","PIT","Active","nfl","RB","4923","7","","Shell III","","Rushel","null","6","736680396980441088"
"29","7","1601","","343","8","CHI","Active","nfl","RB","1601","39","1608683445050","Ware","","Spencer","null","7","736680396980441088"
"29","8","5590","","344","2","","Inactive","nfl","WR","5590","9","1564341612769","Smallwood","","Jordan","null","8","736680396980441088"
"29","9","4178","","345","3","","Inactive","nfl","RB","4178","35","1567352736808","Pumphrey","","Donnel","null","9","736680396980441088"
"29","10","1369","","346","7","BAL","Active","nfl","RB","1369","48","1608080451561","Bohanon","","Tommy","null","10","736680396980441088"
"29","11","2312","","347","6","NO","Active","nfl","WR","2312","17","1629257148627","White","","Kevin","null","11","736680396980441088"
"29","12","7216","","348","1","CAR","Active","nfl","TE","7216","87","1609797945463","Ricci","","Giovanni","null","12","736680396980441088"
"30","12","1170","","349","9","NYG","Active","nfl","RB","1170","41","1629211244340","Morris","","Alfred","null","12","736680396980441088"
"30","11","5121","","350","3","NYJ","Active","nfl","WR","5121","10","1629647738159","Berrios","","Braxton","null","11","736680396980441088"
"30","10","7864","","351","0","DAL","Active","nfl","TE","7864","49","","Lynn","","Artayvious","null","10","736680396980441088"
"30","9","1451","","352","7","","Active","nfl","RB","1451","26","1600451741317","Anderson","","C.J.","null","9","736680396980441088"
"30","8","7901","","353","0","PIT","Active","nfl","WR","7901","84","1619981135124","Bussey","","Rico","null","8","736680396980441088"
"30","7","5273","","354","1","MIN","Active","nfl","RB","5273","36","1525721101055","Pettway","","Kamryn","null","7","736680396980441088"
"30","6","5163","","355","3","CHI","Active","nfl","RB","5163","35","1629137141441","Nall","Questionable","Ryan","null","6","736680396980441088"
"30","5","7868","","356","0","CAR","Active","nfl","RB","7868","40","1620002436980","Stokke","","Mason","null","5","736680396980441088"
"30","4","7227","","357","1","CHI","Active","nfl","RB","7227","46","1629585030653","Pierce","","Artavis","null","4","736680396980441088"
"30","3","284","","358","14","","Active","nfl","TE","284","82","1622576155570","Walker","","Delanie","null","3","736680396980441088"
"30","2","8025","","359","0","DEN","Active","nfl","RB","8025","43","","Prentice","","Adam","null","2","736680396980441088"
"30","1","7412","544936785197502464","360","1","NYG","Active","nfl","RB","7412","34","1627587351677","Platzgummer","","Sandro","null","1","736680396980441088"
